Address,BuildingType,City,ComplianceStatus,CouncilDistrictCode,DataYear,DefaultData,Electricity(kBtu),Electricity(kWh),ENERGYSTARScore,GHGEmissionsIntensity,LargestPropertyUseType,LargestPropertyUseTypeGFA,Latitude,ListOfAllPropertyUseTypes,Longitude,NaturalGas(kBtu),NaturalGas(therms),Neighborhood,NumberofBuildings,NumberofFloors,OSEBuildingID,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,PropertyGFATotal,PropertyName,SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),State,SteamUse(kBtu),TaxParcelIdentificationNumber,TotalGHGEmissions,YearBuilt,ZipCode
7 Highland Dr,Multifamily MR (5-9),Seattle,Compliant,7,2016,false,683791,200407.5938,100,0.96,Multifamily Housing,35750,47.62933,Multifamily Housing,'-122.35628,559410,5594.100098,North,1,7,23522,Mid-Rise Multifamily,30709,5041,35750,7 Highland,1243200.75,1316047.25,34.79999924,36.79999924,76.5,81.90000153,WA,0,7698100000,34.48,1968,98109
700 18th Ave. E.,NonResidential,Seattle,Compliant,3,2016,false,1337786,392082.5938,34,1.16,K-12 School,67743,47.62548,K-12 School,'-122.30828,1309093,13090.93066,Central,1,3,119,K-12 School,67743,0,67743,St. Joseph K-8 School,2646879,3036464,39.09999847,44.79999924,82.30000305,89.30000305,WA,0,1336800825,78.85,1923,98112
700 3rd Ave,NonResidential,Seattle,Compliant,7,2016,false,5908370,1731644.125,39,3.35,Hotel,104352,47.60376,Hotel,'-122.33194,815376,8153.759766,Central,1,10,25,Hotel,104352,0,104352,Arctic Club Seattle,10154608,10154608,97.30000305,97.30000305,225.5,225.5,WA,3430862,942000610,349.32,1916,98104
700 5th Ave N.,NonResidential,Seattle,Compliant,7,2016,false,4197462,1230205.625,76,1.41,Hotel,113702,47.62614,"Hotel, Parking",'-122.3467,3749499,37494.98828,North,1,4,168,Hotel,148022,14200,162222,Hampton Inn Seattle Center,7946961,8016521,69.90000153,70.5,150.5,151.1999969,WA,0,5458300285,228.4,1996,98109
700 6th Ave S,Multifamily LR (1-4),Seattle,Compliant,2,2016,false,1624030,475975.9063,48,2.17,Senior Care Community,43380,47.59603,Senior Care Community,'-122.326,1561078,15610.78027,Central,1,3,26730,Senior Care Community,43380,0,43380,NikkeiManor,3185108,3164265,73.40000153,72.90000153,155.3000031,153.8000031,WA,0,5247801775,94.23,1998,98104
700 Broadway,NonResidential,Seattle,Compliant,3,2016,false,2998320,878757.3125,42,1.53,Medical Office,50000,47.60865416,Medical Office,'-122.3205904,736988,7369.880859,Central,0,3,21365,Medical Office,39115,0,39115,Northwest Kidney Center (21365),3735308.5,3838425,74.69999695,76.80000305,203.8000031,205.8999939,WA,0,1978201435,60.04,1963,98114
700 Broadway East,Multifamily LR (1-4),Seattle,Compliant,3,2016,false,2107108,617558.125,55,0.49,Multifamily Housing,58849,47.62565133,"Bank Branch, Multifamily Housing, Parking, Restaurant, Strip Mall",'-122.32065,538373,5383.729492,Central,1,4,27059,Low-Rise Multifamily,56867,31559,88426,700 Broadway,2645481.25,2740614,38.20000076,39.5,103.5999985,107.3000031,WA,0,9831200640,43.28,2003,98102
700 Crockett Street,Multifamily MR (5-9),Seattle,Compliant,7,2016,false,865348,253619,70,0.17,Multifamily Housing,34726,47.63781,Multifamily Housing,'-122.34421,0,0,North,1,5,23523,Mid-Rise Multifamily,34726,0,34726,700 Crockett Homeowners Assn.,865348,898766.125,24.89999962,25.89999962,78.19999695,81.30000305,WA,0,7698120000,6.03,1984,98109
700 Dearborn Place South,NonResidential,Seattle,Compliant,3,2016,false,2444599,716470.875,67,0.32,Office,47000,47.59666,Office,'-122.31253,57532,575.3199463,Central,1,3,49797,Small- and Mid-Sized Office,47673,14989,62662,Seattle Goodwill Job Training/ Education Center,2502131,2626698.25,53.20000076,55.90000153,164.6000061,172.8999939,WA,0,7134300080,20.1,2013,98144
700 E Mercer St,Multifamily MR (5-9),Seattle,Compliant,3,2016,false,1133029,332071.6875,69,0.19,Multifamily Housing,40721,47.62442,Multifamily Housing,'-122.3226,0,0,Central,1,5,25172,Mid-Rise Multifamily,40721,0,40721,700 E Mercer Apartments,1133028.875,1224428.125,27.79999924,30.10000038,87.40000153,94.40000153,WA,0,6850700575,7.9,1960,98102
700 E Olive St,Multifamily LR (1-4),Seattle,Compliant,3,2016,false,258238,75685.10156,81,1.72,Multifamily Housing,21073,47.6169,"Multifamily Housing, Parking",'-122.32262,983173,9831.729492,Central,1,2,26007,Low-Rise Multifamily,31457,0,31457,Boylston Court,1241410.5,1356273.625,58.90000153,64.40000153,87.5,93.19999695,WA,0,8804900045,54.02,1948,98107
700 E. Denny Way,Multifamily MR (5-9),Seattle,Compliant,3,2016,false,1275258,373756.6875,52,0.2,Multifamily Housing,44520,47.6189,Multifamily Housing,'-122.32318,0,0,Central,1,5,25428,Mid-Rise Multifamily,44520,0,44520,Maxwell Condominiums,1275258,1303748.625,28.60000038,29.29999924,89.90000153,92,WA,0,5218000000,8.89,2000,98122
700 Fairview Ave N,NonResidential,Seattle,Compliant,3,2016,false,2545590,746069.875,56,0.23,Non-Refrigerated Warehouse,127800,47.62572,Non-Refrigerated Warehouse,'-122.33389,221900,2219,Central,1,5,474,Warehouse,127800,0,127800,08185-Lake Union,2767491,2811924.5,21.70000076,22,64.40000153,64.69999695,WA,0,1984200035,29.53,1914,98109
700 Fifth Avenue,Nonresidential COS,Seattle,Compliant,3,2016,false,61576180,18046946,89,0.32,Office,1191115,47.60501,"Office, Parking",'-122.32988,0,0,Central,1,63,357,Large Office,1195387,159600,1354987,Seattle Municipal Tower (2030),61576184,61576184,50.40000153,50.40000153,158.1000061,158.1000061,WA,0,942000720,429.27,1990,98104
700 NW 42ns St,NonResidential,Seattle,Compliant,6,2016,false,910718,266916.3125,0,0.22,Office,10292,47.65804,"Office, Other",'-122.36537,0,0,North,1,4,21772,Small- and Mid-Sized Office,28844,0,28844,Workshops Seattle Ballard LLC,910718.6875,973080.1875,44.40000153,47.5,139.5,149.1000061,WA,0,2516000050,6.35,1999,98107
700 Union St,NonResidential,Seattle,Compliant,7,2016,false,5732650,1680143.5,0,0.44,Other - Entertainment/Public Assembly,109754,47.61103,"Office, Other, Other - Entertainment/Public Assembly",'-122.33238,324760,3247.596436,Central,1,7,293,Other,128766,0,128766,ACT Theatre,6057410,6057410,47,47,142.3999939,142.3999939,WA,0,2141290000,57.21,1914,98101
700 Virginia St,NonResidential,Seattle,Compliant,7,2016,false,2941315,862050,0,3.04,Restaurant,19200,47.61521,"Office, Restaurant",'-122.33747,1534335,15343.34961,Central,1,3,20067,Restaurant,33600,0,33600,FareStart,4475650,4712960.5,133.1999969,140.3000031,322.7999878,335.8999939,WA,0,659000710,101.99,1923,98101
7000 E MARGINAL WAY S,NonResidential,Seattle,Compliant,2,2016,false,4653534,1363872.875,0,0.9,Other,34733,47.54089,Other,'-122.32323,0,0,South,1,3,24991,Other,36140,0,36140,DUWAMISH,4653535,4653535,134,134,420.7000122,420.7000122,WA,0,8159100110,32.44,1962,98108
7000 Highland Parkway SW,NonResidential,Seattle,Compliant,1,2016,false,9916987,2906502.75,1,4.03,Non-Refrigerated Warehouse,58047,47.53935,"Non-Refrigerated Warehouse, Office",'-122.34402,4045761,40457.60938,South,1,1,847,Warehouse,70400,0,70400,Pioneer Industries,13962749,14128860,198.3000031,200.6999969,502.7000122,505.1000061,WA,0,3024049003,284.01,1970,98106
7001 Sand Point Way NE,Multifamily LR (1-4),Seattle,Compliant,4,2016,false,4042957,1184923,57,0.19,Multifamily Housing,144779,47.67965,Multifamily Housing,'-122.26401,0,0,North,1,4,23632,Low-Rise Multifamily,144779,0,144779,Seventy-O-One,4042957.75,4180752.5,27.89999962,28.89999962,87.69999695,90.69999695,WA,0,7698500000,28.19,1970,98115
701 17th AVE,Multifamily LR (1-4),Seattle,Compliant,3,2016,false,798322,233974.9063,46,0.16,Multifamily Housing,35254,47.60838,Multifamily Housing,'-122.31049,0,0,Central,1,4,23949,Low-Rise Multifamily,35251,0,35251,MANHATTAN PLAZA,798322.375,849958,22.60000038,24.10000038,71.09999847,75.69999695,WA,0,5071650000,5.57,1981,98122
701 1st Avenue N,Multifamily LR (1-4),Seattle,Compliant,7,2016,false,642173,188210.2031,62,0.79,Multifamily Housing,37619,47.62563,Multifamily Housing,'-122.35596,477467,4774.67041,North,1,3,19695,Low-Rise Multifamily,37619,0,37619,Barclay Court,1119640.25,1204152.25,29.79999924,32,66.90000153,70,WA,0,520000000,29.84,2000,98109
701 5th Avenue,NonResidential,Seattle,Compliant,7,2016,false,87851862,25747908,86,0.45,Office,1680937,47.60454,"Office, Parking",'-122.33072,5085763,50857.63281,Central,1,76,775,Large Office,1632820,319400,1952220,Columbia Center - 2015,92937640,92537256,55.29999924,55.09999847,167.3000031,166.5,WA,0,942000640,882.56,1985,98104
701 Dexter Avenue North,NonResidential,Seattle,Compliant,7,2016,false,3063504,897861.6875,95,0.22,Office,95721,47.62566,"Office, Parking",'-122.34287,0,0,North,1,6,453,Small- and Mid-Sized Office,61800,33921,95721,701 Dexter,3063504.5,3155171.75,32,33,100.5,103.5,WA,0,2249000245,21.36,1984,98119
701 Galer St,Multifamily MR (5-9),Seattle,Compliant,7,2016,false,1444438,423340.5,95,0.28,Multifamily Housing,80705,47.63199,Multifamily Housing,'-122.3431,242328,2423.280029,North,1,8,25931,Mid-Rise Multifamily,80705,0,80705,Nautica Condo,1686765.875,1686765.875,20.89999962,20.89999962,59.40000153,59.40000153,WA,0,6011000000,22.94,1992,98109
701 N. 34th Street,NonResidential,Seattle,Compliant,6,2016,false,8116657,2378856,89,0.35,Office,138995,47.64882,"Office, Parking",'-122.34905,535178,5351.779785,Central,1,4,524,Large Office,140302,103032,243334,Plaza 701 N 34th,8651835,8651835,62.20000076,62.20000076,187.3999939,187.3999939,WA,0,1973200387,85.01,1999,98103
701 North 36th Street,NonResidential,Seattle,Compliant,6,2016,false,1291405,378489.1875,79,0.27,Office,15908,47.65114,"Office, Parking, Retail Store",'-122.34954,0,0,Central,1,5,21125,Small- and Mid-Sized Office,27730,6010,33740,The Peck Building,1291405.25,1291405.25,52.29999924,52.29999924,164.3999939,164.3999939,WA,0,1972202940,9,2001,98103
701 Pike Street,NonResidential,Seattle,Compliant,7,2016,false,16020640,4695381,90,0.21,Office,366554,47.6115,"Office, Parking",'-122.33278,0,0,Central,1,23,690,Large Office,538933,0,538933,One Convention Place,16020642,16339807,43.70000076,44.59999847,137.1999969,140,WA,0,5342900000,111.69,2001,98101
7019 47th Ave SW,Multifamily LR (1-4),Seattle,Compliant,1,2016,false,899438,263610.3125,29,2.29,Multifamily Housing,39888,47.53979,Multifamily Housing,'-122.39409,1605376,16053.75977,South,1,4,23510,Low-Rise Multifamily,39888,0,39888,Seaview Terrace,2504814.5,2730100.25,62.79999924,68.40000153,113.0999985,123,WA,0,7680600000,91.53,1978,98126
702 2nd Ave W,Multifamily LR (1-4),Seattle,Compliant,7,2016,false,228542,66981.70313,51,2.71,Multifamily Housing,22604,47.62584,Multifamily Housing,'-122.35896,1123267,11232.66992,North,1,3,23567,Low-Rise Multifamily,22604,0,22604,Hamrick Apartments,1351808.75,1474822.75,59.79999924,65.19999695,83.90000153,89.59999847,WA,0,3879900650,61.25,1947,98119
7020 Rainier Ave S,Multifamily LR (1-4),Seattle,Compliant,2,2016,false,1128208,330658.8125,43,0.23,Multifamily Housing,34678,47.53928,Multifamily Housing,'-122.27045,0,0,South,1,4,20207,Low-Rise Multifamily,34678,0,34678,Myrtle Street Apartments,1128208.125,1181549.625,32.5,34.09999847,102.1999969,107,WA,0,1105000900,7.87,1969,98118
7020 Woodlawn Ave NE,Multifamily MR (5-9),Seattle,Compliant,6,2016,false,2495230,731310.1875,0,0.24,Multifamily Housing,79586,47.67946,"Food Sales, Food Service, Medical Office, Multifamily Housing, Other",'-122.32427,239825,2398.25,North,1,6,22850,Mid-Rise Multifamily,125774,0,125774,Green Lake Condominium,2735056,2735056,27.29999924,27.29999924,80.80000305,80.80000305,WA,0,2878900000,30.13,2003,98115
703 Bellevue Ave E,Multifamily LR (1-4),Seattle,Compliant,3,2016,false,702213,205806.9063,52,1.95,Multifamily Housing,33848,47.62542,"Multifamily Housing, Parking",'-122.32738,1360696,13606.95996,Central,1,3,21649,Low-Rise Multifamily,39613,0,39613,Belroy Apartments Vintage,2062909.125,2200419,60.90000153,65,107.4000015,116.3000031,WA,0,2163900440,77.16,1930,98102
703 S Fidalgo St,NonResidential,Seattle,Compliant,2,2016,false,1951856,572056.3125,11,0.12,Non-Refrigerated Warehouse,56900,47.54923,Non-Refrigerated Warehouse,'-122.32446,0,0,South,1,1,794,Warehouse,115620,0,115620,NWCP-SEA Bldg C,1951856.25,1951856.25,34.29999924,34.29999924,107.6999969,107.6999969,WA,0,2738100480,13.61,1966,98108
704 E Thomas,Multifamily LR (1-4),Seattle,Compliant,3,2016,false,595978,174671.2031,81,0.17,Multifamily Housing,24939,47.62121,Multifamily Housing,'-122.32292,0,0,Central,1,3,20597,Low-Rise Multifamily,24939,0,24939,Lancaster Apartments,595978,640962.3125,23.89999962,25.70000076,75,80.69999695,WA,0,1817800135,4.15,1924,98102
704 Terry Ave,NonResidential,Seattle,Compliant,3,2016,false,5782654,1694799,0,14.94,Museum,47000,47.60709,"Museum, Parking",'-122.32416,111350,1113.5,Central,1,1,23310,Other,47699,0,47699,Charles & Emma Frye Free Public Art Museum,14524386,14745217,309,313.7000122,609.7000122,615.4000244,WA,8630381,8590900585,712.39,1951,98104
7047 50th Ave. NE.,SPS-District K-12,Seattle,Error - Correct Default Data,4,2016,true,1038090,304246.6875,86,1.68,K-12 School,65210,47.68069,K-12 School,'-122.27533,1898246,18982.46094,North,1,1,24482,K-12 School,64314,0,64314,View Ridge Elementary,2936336.25,3370435.5,45,51.70000076,80.59999847,89.80000305,WA,0,7974200250,108.05,1948,98115
705 2nd Ave W,Multifamily LR (1-4),Seattle,Compliant,7,2016,false,227010,66532.79688,49,2.75,Multifamily Housing,22972,47.60304,Multifamily Housing,'-122.33362,1158966,11589.66016,Central,1,3,23579,Low-Rise Multifamily,22972,0,22972,Halmark Apartments,1385975.75,1528661.5,60.29999924,66.5,84,90.5,WA,0,3879901050,63.14,1946,98119
705 2nd Avenue,NonResidential,Seattle,Compliant,7,2016,false,5021914,1471838.875,75,1.45,Office,82053,47.60304,"Financial Office, Food Service, Office, Other",'-122.33362,0,0,Central,1,17,771,Large Office,116640,0,116640,Hoge Building,6758565.5,7066534.5,70.30000305,73.59999847,185.8999939,190.5,WA,1736650.625,939000230,169.06,1911,98101
705 5th Ave S,NonResidential,Seattle,Compliant,2,2016,false,14709149,4311005,88,0.38,Office,281566,47.59634,Office,'-122.32807,0,0,Central,1,11,29552,Large Office,273185,0,273185,705 5th Avenue,14709151,14709151,52.20000076,52.20000076,164,164,WA,0,8809700040,102.54,2000,98104
705 E. Republican,Multifamily MR (5-9),Seattle,Compliant,3,2016,false,1002869,293924.0938,37,0.24,Multifamily Housing,28922,47.62285,Multifamily Housing,'-122.32281,0,0,Central,1,5,25243,Mid-Rise Multifamily,28922,0,28922,Vertigo,1002869.125,1078912,34.70000076,37.29999924,108.9000015,117.0999985,WA,0,8896500000,6.99,1963,98102
705 N 50TH ST,Multifamily LR (1-4),Seattle,Compliant,6,2016,false,540995,158556.5938,93,0.2,Multifamily Housing,28256,47.66476,Multifamily Housing,'-122.34976,35043,350.4300232,North,1,3,26305,Low-Rise Multifamily,28256,0,28256,WOODLAND COURT APTS (ID26305),576038.1875,645927.625,20.39999962,22.89999962,61.40000153,69.19999695,WA,0,9521100650,5.63,1916,98103
705 Pike St,NonResidential,Seattle,Non-Compliant,7,2016,false,0,0,0,0,Convention Center,1072000,47.61195,"Convention Center, Parking",'-122.33167,0,0,Central,1,6,435,Other,1400000,0,1400000,Washington State Convention Center,0,0,0,0,0,0,WA,0,1978200105,0,1990,98101
705 South Weller St,Multifamily MR (5-9),Seattle,Compliant,2,2016,false,1038045,304233.5938,0,0.15,Multifamily Housing,35425,47.59739,"Multifamily Housing, Office, Parking",'-122.32354,0,0,Central,1,6,25819,Mid-Rise Multifamily,46951,0,46951,705 Lofts,1038045.313,1077027.75,28.5,29.5,89.40000153,92.69999695,WA,0,5247802570,7.24,2006,98104
7050 35th NE,NonResidential,Seattle,Compliant,4,2016,false,193858,56816.5,65,1.67,Worship Facility,20385,47.68061,Worship Facility,'-122.29002,615434,6154.339844,North,1,2,24484,Worship Facility,20385,0,20385,Messiah Lutheran Church,809291.8125,908877.375,39.70000076,44.59999847,61.59999847,67.30000305,WA,0,7974200451,34.04,1950,98115
7050 lincoln park way sw,Multifamily LR (1-4),Seattle,Compliant,1,2016,false,675611,198010.2969,41,0.2,Multifamily Housing,22984,47.54005,"Multifamily Housing, Parking",'-122.39503,0,0,South,1,4,28001,Low-Rise Multifamily,22984,0,22984,westwinds,675611.375,739094.125,29.39999962,32.20000076,92.30000305,101,WA,0,4315700727,4.71,1963,98136
706 Union St,Multifamily MR (5-9),Seattle,Compliant,7,2016,false,554889,162628.5938,58,2.95,Multifamily Housing,37804,47.61103,Multifamily Housing,'-122.33238,2028816,20288.16211,Central,0,5,32454,Mid-Rise Multifamily,37804,0,37804,Eagles Apartments,2583705,2803229.25,68.30000305,74.19999695,102.4000015,108.9000015,WA,0,2141290000,111.62,1925,98101
7060 Lincoln Park Way SW,Multifamily LR (1-4),Seattle,Compliant,1,2016,false,568382,166583.0938,97,0.15,Multifamily Housing,23200,47.53986,"Multifamily Housing, Parking",'-122.39469,0,0,South,1,4,28002,Low-Rise Multifamily,21464,4878,26342,Halcyon Apartments CC4R LLC,568381.6875,608683.3125,24.5,26.20000076,76.90000153,82.40000153,WA,0,4315700729,3.96,1968,98136
707 N 130TH ST,Multifamily LR (1-4),Seattle,Compliant,5,2016,false,694305,203489.2969,84,0.16,Multifamily Housing,30070,47.72304,Multifamily Housing,'-122.35007,0,0,North,1,4,19992,Low-Rise Multifamily,30060,0,30060,BITTERLAKE VISTA CONDOMINIUM,694305.625,725707.375,23.10000038,24.10000038,72.5,75.80000305,WA,0,833000000,4.84,1987,98133
707 S Orcas St,NonResidential,Seattle,Compliant,2,2016,false,642420,188282.4063,0,2.34,Non-Refrigerated Warehouse,25000,47.55049,"Non-Refrigerated Warehouse, Office",'-122.32382,1136012,11360.12012,South,1,1,20986,Warehouse,27680,0,27680,Orcas Maintenance Shop,1778431.75,1918665.75,64.19999695,69.30000305,116,121.3000031,WA,0,1722800985,64.81,1968,98108
707 S. Snoqualmie St.,NonResidential,Seattle,Compliant,2,2016,false,346376,101516.8984,0,1.2,Other,36000,47.56166,Other,'-122.3237,764918,7649.180176,South,1,5,28030,Other,36000,0,36000,Sunny Arms,1111293.75,1270850.625,30.89999962,35.29999924,52.5,58.29999924,WA,0,7376600720,43.04,1907,98112
708 6th Ave N,Multifamily LR (1-4),Seattle,Compliant,7,2016,false,2412696,707120.8125,85,0.15,Multifamily Housing,86258,47.62574,"Multifamily Housing, Parking",'-122.34462,0,0,North,1,4,49772,Low-Rise Multifamily,108872,0,108872,708 Uptown (Seattle) - Municipal Benchmarking,2435382,2595029.5,28.20000076,30.10000038,88.09999847,94,WA,0,2249000235,16.82,2013,98109
708 N 35th St,Multifamily LR (1-4),Seattle,Compliant,6,2016,false,517619,151705.5938,98,0.7,Multifamily Housing,36660,47.65061,Multifamily Housing,'-122.34946,412749,4127.489746,Central,1,4,21124,Low-Rise Multifamily,36660,0,36660,Bridgeview Apartments,930368.5,979751.1875,25.39999962,26.70000076,56.20000076,59.59999847,WA,0,1972202855,25.53,1907,98103
709 E Pike,Multifamily LR (1-4),Seattle,Compliant,3,2016,false,889920,260820.5,0,3.27,Multifamily Housing,19216,47.61385,"Multifamily Housing, Retail Store",'-122.32271,1335346,13353.45898,Central,1,3,27241,Low-Rise Multifamily,23597,0,23597,Miller Apts LLC,2225265.5,2258480,81.69999695,82.90000153,154,155.3000031,WA,0,7502500018,77.12,1910,98122
71 Columbia Street,NonResidential,Seattle,Compliant,7,2016,false,3574020,1047485.313,86,0.87,Office,80400,47.60247,"Office, Retail Store",'-122.33621,1372778,13727.78027,Central,1,6,715,Large Office,112560,0,112560,Polson Building,4946798.5,5268183,51.29999924,54.59999847,131.3000031,134.3000031,WA,0,7666202565,97.82,1910,98104
710 2nd Avenue,NonResidential,Seattle,Compliant,7,2016,false,17384553,5095121,89,0.55,Office,388934,47.6036,Office,'-122.33288,0,0,Central,1,15,341,Large Office,388934,0,388934,Dexter Horton Building,18576900,18982748,47.79999924,48.79999924,144,145.3000031,WA,1192343.75,939000260,213.23,1922,98104
710 9th Ave.,NonResidential,Seattle,Compliant,3,2016,false,1403820,411436.0938,94,0.18,Office,54372,47.60663,"Office, Parking",'-122.32526,0,0,Central,1,7,23299,Small- and Mid-Sized Office,33548,20824,54372,Pigott Building,1403820,1479454.375,25.79999924,27.20000076,81.09999847,85.40000153,WA,0,8590900135,9.79,1970,98104
710 Belmont PL E,Multifamily LR (1-4),Seattle,Compliant,3,2016,false,278629,81661.60156,56,1.9,Multifamily Housing,24742,47.62589,Multifamily Housing,'-122.324,1029719,10297.19043,Central,1,3,19936,Low-Rise Multifamily,29765,0,29765,Belmont Place,1308348.5,1469579.125,52.90000153,59.40000153,79.09999847,86.19999695,WA,0,705500000,56.63,1930,98102
710 E. Roy St.,NonResidential,Seattle,Compliant,3,2016,false,753713,220900.5938,0,3.02,College/University,26000,47.62531,College/University,'-122.32303,1712387,17123.87109,Central,1,3,26956,University,31900,0,31900,Kerry Hall,2466100,2737986,94.80000305,105.3000031,160.1999969,171.1999969,WA,0,9831200125,96.2,1921,98121
